"season","Region","village","household","DogID","sex","health","hunt.HH","d.monitored","rr","ctmm.model","AKDE95","AKDEcore","speed","prop.HH","prop.village","space.model","p.space.cat","p.space.YN","np","p.speed.cat","p.speed.YN","nv"
"Wet","Sarh.W","Bembaya","BEM01","BEM01A","M","Good","N",21,"Y","OU anisotropic",125798,19060,NA,81,94,"OU anisotropic harmonic 4","24hr",1,35.98,NA,NA,NA
"Wet","Sarh.W","Bembaya","BEM02","BEM02A","M","Good","Y",11,"Y","OUF anisotropic",1117207,126492,1.1,43,89,"OUF anisotropic harmonic 6","None",0,NA,"6hr",1,7.39
"Wet","Sarh.W","Bembaya","BEM03","BEM03A","M","Poor","Y",43,"Y","OUF anisotropic",20061355,2526569,1.26,71,84,"OUF anisotropic harmonic 1","24hr",1,33.32,"12hr",1,13.25
"Wet","Sarh.W","Bembaya","BEM03","BEM03B","F","Good","Y",11,"Y","OUF anisotropic",6540947,579716,1.51,68,86,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.W","Bembaya","BEM03","BEM03C","F","Moderate","Y",52,"Y","OUF anisotropic",17821028,2076236,1.29,74,84,"OUF anisotropic harmonic 1","24hr",1,29.9,"12hr",1,10.7
"Wet","Sarh.W","Bembaya","BEM03","BEM03D","M","Moderate","Y",50,"Y","OUF anisotropic",3486242,585858,1.09,52,89,"OUF anisotropic harmonic 1","None",0,NA,"24hr",1,3.98
"Wet","Sarh.W","Bembaya","BEM03","BEM03E","M","Moderate","Y",52,"Y","OUF anisotropic",14360791,1657200,1.16,63,85,"OUF anisotropic harmonic 7","None",0,NA,"24hr",1,12.59
"Wet","Sarh.W","Bembaya","BEM04","BEM04A","F","Moderate","Y",52,"Y","OUF anisotropic",101813,8834,1.33,88,95,"OUF anisotropic harmonic 12","24hr",1,34.36,"24hr",1,4.63
"Wet","Sarh.W","Bembaya","BEM05","BEM05A","F","Moderate","Y",36,"Y","OUF anisotropic",2338351,164039,1.32,42,77,"OUF anisotropic harmonic 2","24hr",1,35.92,"24hr",1,4.32
"Wet","Sarh.W","Bembaya","BEM06","BEM06A","F","Moderate","N",26,"Y","OUF anisotropic",358306,41867,1.18,43,89,"OUF anisotropic harmonic 3","None",0,NA,"24hr",1,2.93
"Wet","Sarh.W","Bembaya","BEM06","BEM06B","F","Moderate","N",42,"Y","OUF anisotropic",22530128,2848637,1.36,76,82,"OUF anisotropic harmonic 4","24hr",1,34.82,"12hr",1,15.83
"Wet","Sarh.W","Bembaya","BEM07","BEM07A","M","Good","N",41,"Y","OUF anisotropic",23265454,2858164,1.47,65,80,"OUF anisotropic harmonic 5","24hr",1,36.02,"12hr",1,15.5
"Wet","Sarh.E","Marabodokouya","DAN01","DAN01A","F","Poor","Y",32,"Y","OUF anisotropic",3284622,245482,1.38,6,75,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.E","Marabodokouya","DAN02","DAN02A","M","Moderate","N",40,"Y","OUF anisotropic",105309,21554,0.92,91,95,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.E","Marabodokouya","DAN02","DAN02B","F","Poor","N",23,"Y","OUF anisotropic",707576,164652,1.14,85,91,"OUF anisotropic harmonic 2","None",0,NA,"24hr",1,2.46
"Wet","Sarh.E","Marabodokouya","DAN03","DAN03A","M","Poor","Y",47,"Y","OUF anisotropic",1938233,117792,1.05,80,89,"OUF anisotropic harmonic 3","None",0,NA,"24hr",1,6.09
"Wet","Sarh.E","Marabodokouya","DAN04","DAN04A","M","Good","Y",8,"Y","OUF anisotropic",10194582,2128119,1.54,72,85,"OUF anisotropic harmonic 2","24hr",1,30.01,"12hr",1,9.52
"Wet","Sarh.E","Marabodokouya","DAN04","DAN04B","M","Moderate","Y",31,"Y","OUF anisotropic",74172,9222,0.98,82,90,"OUF anisotropic harmonic 3","12hr",1,10.35,"12hr",1,0.85
"Wet","Sarh.E","Marabodokouya","DAN05","DAN05A","F","Poor","N",48,"Y","OU anisotropic",79256,5974,NA,88,93,"OUF anisotropic harmonic 3","12hr",1,12.68,NA,NA,0
"Wet","Sarh.E","Marabodokouya","DAN07","DAN07A","M","Moderate","Y",10,"Y","OUF anisotropic",8100,1950,0.49,94,99,NA,NA,NA,NA,NA,NA,NA
"Wet","Sarh.E","Marabodokouya","KIL03","KIL03A","M",NA,"N",52,"Y","OUF anisotropic",79689,8761,1.64,74,89,"OUF anisotropic harmonic 4","12hr",1,26.93,"12hr",1,1.56
"Wet","Sarh.E","Marabodokouya","KIL04","KIL04A","M","Moderate","N",3,"Y","OU anisotropic",87233,19005,NA,0,92,"OU anisotropic harmonic 4","None",0,NA,NA,NA,NA
"Wet","Sarh.E","Marabodokouya","KIL05","KIL05A","F","Moderate","N",40,"Y","OUF anisotropic",4761759,1210476,0.88,58,92,"OUF anisotropic harmonic 1","None",0,NA,"12hr",1,2.86
"Wet","Sarh.E","Marabodokouya","KIL06","KIL06A","M","Good","N",52,"Y","OUF anisotropic",29636,3225,1.53,90,97,"OUF anisotropic harmonic 10","12hr",1,17.56,"12hr",1,1.86
"Wet","Sarh.E","Marabodokouya","KIL07","KIL07A","F","Moderate","N",11,"Y","OUF anisotropic",1134799,84301,1.8,62,76,"OUF anisotropic harmonic 5","6hr",1,45.01,"12hr",1,8.5
"Wet","Sarh.W","Kira","KRA02","KRA02A","M","Good","N",25,"Y","OUF anisotropic",242659,33521,1.07,80,96,"OUF anisotropic harmonic 6","6hr",1,26.42,"12hr",1,5.8
"Wet","Sarh.W","Kira","KRA02","KRA02B","F","Good","N",41,"Y","OUF anisotropic",53719,13205,0.73,92,98,"OUF anisotropic harmonic 4","12hr",1,17.02,"24hr",1,2.95
"Wet","Sarh.W","Kira","KRA03","KRA03A","F","Poor","N",53,"Y","OU anisotropic",30552,5759,NA,61,99,"OU anisotropic harmonic 5","24hr",1,34.1,NA,NA,NA
"Wet","Sarh.W","Kira","KRA03","KRA03B","F","Good","N",53,"Y","OU anisotropic",20400,2970,NA,76,100,"OUF anisotropic harmonic 4","24hr",1,17.58,NA,NA,0.62
"Wet","Sarh.W","Kira","KRA04","KRA04A","F","Moderate","N",54,"Y","OUF anisotropic",1324568,220761,0.87,66,91,"OUF anisotropic harmonic 2","None",0,NA,"6hr",1,4.22
"Wet","Sarh.W","Kira","KRA04","KRA04B","M","Moderate","N",53,"Y","OUF anisotropic",859117,233167,0.72,88,98,"OUF anisotropic harmonic 3","None",0,NA,"12hr",1,3.97
"Wet","Sarh.W","Kira","KRA05","KRA05A","M","Good","Y",53,"Y","OUF anisotropic",2620607,161242,1.3,64,88,"OUF anisotropic harmonic 6","24hr",1,16.95,"24hr",1,6.07
"Wet","Sarh.W","Kira","KRA06","KRA06A","M","Poor","Y",52,"Y","OUF anisotropic",263347,50105,0.91,51,93,"OUF anisotropic harmonic 1","24hr",1,14.15,"12hr",1,1.53
"Wet","Sarh.W","Kira","KRA06","KRA06B","F","Good","Y",54,"Y","OUF anisotropic",94708,15897,1,88,97,"OUF anisotropic harmonic 1","None",0,NA,"24hr",1,0.76
"Wet","Sarh.W","Kira","KRA07","KRA07A","F","Moderate","N",53,"Y","OUF anisotropic",507970,83278,1.1,46,92,"OUF anisotropic harmonic 5","24hr",1,33.79,"24hr",1,9.47
"Wet","Sarh.W","Kira","KRA08","KRA08A","F","Poor","N",54,"Y","OU anisotropic",4314,984,NA,97,100,"OU anisotropic harmonic 3","24hr",1,16.54,NA,NA,NA
"Wet","Sarh.W","Kira","KRA09","KRA09A","F","Moderate","N",53,"Y","OUF anisotropic",144872,28475,0.79,86,97,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.W","Kira","KRA10","KRA10A","F","Good","Y",53,"Y","OUF anisotropic",3588294,146997,1.21,60,89,"OUF anisotropic harmonic 5","None",0,NA,"24hr",1,6.33
"Wet","Sarh.W","Kira","KRA10","KRA10B","M","Moderate","Y",16,"Y","OUF anisotropic",2039018,132471,1.16,73,90,"OUF anisotropic harmonic 8","None",0,NA,"24hr",1,12.09
"Wet","Sarh.W","Kira","KRA10","KRA10C","M","Moderate","Y",3,"Y","OUF isotropic",10592498,1968401,1.3,32,78,"OUF anisotropic harmonic 1","None",0,NA,"24hr",1,8.85
"Wet","Sarh.W","Kira","KRA11","KRA11A","F","Moderate","Y",53,"Y","OUF anisotropic",629706,52321,1.22,68,90,"OUF anisotropic harmonic 6","24hr",1,21.43,"12hr",1,3.72
"Wet","Sarh.W","Kira","KRA12","KRA12A","F","Moderate","N",42,"Y","OUF anisotropic",306703,44838,1.25,55,93,"OUF anisotropic harmonic 5","24hr",1,29.24,"12hr",1,3.33
"Wet","Sarh.W","Kira","KRA12","KRA12B","F","Moderate","N",30,"Y","OUF anisotropic",2595505,188131,1.4,42,90,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.W","Kira","KRA13","KRA13A","M","Good","N",52,"Y","OUF anisotropic",138517,26722,1.06,83,97,"OUF anisotropic harmonic 6","None",0,NA,"24hr",1,3.99
"Wet","Sarh.W","Kira","KRA14","KRA14A","M","Moderate","Y",53,"Y","OUF anisotropic",653258,50566,0.82,70,93,"OUF anisotropic harmonic 4","24hr",1,15.97,"24hr",1,3.91
"Wet","Sarh.W","Kira","KRA14","KRA14B","F","Moderate","Y",12,"Y","OUF anisotropic",97893,11972,0.71,80,95,"OUF anisotropic harmonic 8","24hr",1,30.42,"6hr",1,7.07
"Wet","Sarh.W","Kira","KRA15","KRA15A","M","Good","N",40,"Y","OU anisotropic",69694,11284,NA,41,84,"OU anisotropic harmonic 9","24hr",1,55.06,NA,NA,NA
"Wet","Sarh.W","Kira","KRA16","KRA16A","F",NA,"N",53,"Y","OU anisotropic",28391,4051,NA,86,97,"OU anisotropic harmonic 1","None",0,NA,NA,NA,NA
"Wet","Sarh.W","Kira","KRA17","KRA17A","M","Good","Y",51,"Y","OUF anisotropic",3468171,221069,1.35,71,84,"OUF anisotropic harmonic 6","24hr",1,32.56,"12hr",1,7.89
"Wet","Sarh.W","Kira","KRA18","KRA18A","F","Moderate","N",12,"Y","OUF anisotropic",33857,8615,0.83,80,99,"OUf anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.W","Kira","KRA19","KRA19A","M","Good","N",52,"Y","OUF anisotropic",82865,14830,0.84,83,97,"OUF anisotropic harmonic 24","24hr",1,26.52,"12hr",1,15.15
"Wet","Sarh.W","Kira","KRA19","KRA19B","F","Moderate","N",52,"Y","OUF anisotropic",19370,4904,0.5,94,99,"OUF anisotropic harmonic 15","None",0,NA,"12hr",1,12.12
"Wet","Sarh.W","Kira","KRA19","KRA19C","F","Moderate","N",52,"Y","OUF anisotropic",51966,12124,0.9,79,97,"OUF anisotropic harmonic 11","None",0,NA,"24hr",1,7.39
"Wet","Sarh.W","Kira","KRA20","KRA20A","M","Good","N",51,"Y","OU anisotropic",26149,4454,NA,63,99,"OU anisotropic harmonic 5","24hr",1,16.99,NA,NA,NA
"Wet","Sarh.W","Kira","KRA21","KRA21A","M","Moderate","N",11,"Y","OUF anisotropic",631579,94624,0.95,37,90,"OUF anisotropic harmonic 3","24hr",1,37.14,"12hr",1,5.87
"Wet","Sarh.W","Kira","KRA22","KRA22A","M","Moderate","N",48,"Y","OU anisotropic",57882,9874,NA,68,78,"OUF anisotropic harmonic 4","24hr",1,24.97,NA,NA,0
"Wet","Sarh.W","Kira","KRA23","KRA23A","F","Poor","Y",52,"Y","OUF anisotropic",2479621,142108,1.18,34,78,"OUF anisotropic harmonic 7","24hr",1,24.18,"6hr",1,8.31
"Wet","Sarh.W","Kira","KRA23","KRA23B","F","Moderate","Y",52,"Y","OUF anisotropic",1194762,99626,0.99,52,85,"OUF anisotropic harmonic 7","24hr",1,25.11,"24hr",1,8.4
"Wet","Sarh.W","Kira","KRA23","KRA23C","M","Good","Y",11,"Y","OU anisotropic",88078,19480,NA,67,95,"OUF anisotropic harmonic 1","None",0,NA,NA,NA,0
"Wet","Sarh.W","Kira","KRA24","KRA24A","M","Good","N",52,"Y","OU anisotropic",59828,5524,NA,76,89,"OU anisotropic harmonic 9","24hr",1,22.54,NA,NA,NA
"Wet","Sarh.W","Kira","KRA25","KRA25A","M","Poor","Y",52,"Y","OUF anisotropic",1491599,132442,1.87,68,78,"OUF anisotropic harmonic 5","24hr",1,41.59,"24hr",1,3.95
"Wet","Sarh.W","Kira","KRA25","KRA25B","F","Good","Y",11,"Y","OUF anisotropic",1123340,163729,1.15,72,77,"OUF anisotropic harmonic 1","None",0,NA,"12hr",1,3.87
"Wet","Sarh.W","Kira","KRA25","KRA25C","M","Good","Y",32,"Y","OUF anisotropic",1969265,146034,1.5,79,83,"OUF anisotropic harmonic 3","12hr",1,21.63,"6hr",1,3.98
"Wet","Sarh.W","Kira","KRA26","KRA26A","F","Poor","N",52,"Y","OUF anisotropic",3549327,314532,1.42,66,74,"OUF anisotropic harmonic 4","24hr",1,22.65,"12hr",1,4.96
"Wet","Sarh.W","Kira","KRA27","KRA27A","M","Good","Y",41,"Y","OUF anisotropic",849340,64812,1.44,0,90,"OUF anisotropic harmonic 4","24hr",1,18.57,"12hr",1,2.54
"Wet","Sarh.W","Kira","KRA28","KRA28A","F","Poor","Y",41,"Y","OU anisotropic",24439,2855,NA,NA,98,"OU anisotropic harmonic 6","12hr",1,21.73,NA,NA,NA
"Wet","Sarh.E","Marabodokouya","MAR01","MAR01A","M","Poor","Y",54,"Y","OUF anisotropic",50782502,11658778,1.36,65,76,"OUF anisotropic harmonic 4","None",0,NA,"12hr",1,8.67
"Wet","Sarh.E","Marabodokouya","MAR01","MAR01B","M","Moderate","Y",15,"Y","OUF anisotropic",2110803,282614,1.31,74,79,"OUF anisotropic harmonic 10","24hr",1,64.21,"24hr",1,24.52
"Wet","Sarh.E","Marabodokouya","MAR02","MAR02A","F","Poor","N",39,"Y","OUF anisotropic",185190,36979,0.99,62,96,"OUF anisotropic harmonic 6","24hr",1,24.77,"12hr",1,4.86
"Wet","Sarh.E","Marabodokouya","MAR02","MAR02B","M","Poor","N",25,"Y","OU anisotropic",38076,4797,NA,75,98,"OU anisotropic harmonic 2","24hr",1,17.33,NA,NA,NA
"Wet","Sarh.E","Marabodokouya","MAR02","MAR02C","M","Poor","N",53,"Y","OUF anisotropic",55720,10391,0.76,72,98,"OUF anisotropic harmonic 13","24hr",1,21.16,"12hr",1,6.43
"Wet","Sarh.E","Marabodokouya","MAR03","MAR03A","M","Poor","Y",9,"N","OUF anisotropic",147924657,48635069,1.38,29,36,"OUF anisotropic harmonic 1","12hr",1,19.79,"6hr",1,14.71
"Wet","Sarh.E","Marabodokouya","MAR03","MAR03B","M","Moderate","Y",53,"Y","OUF anisotropic",54723169,13882885,1.4,46,63,"OUF anisotropic harmonic 1","24hr",1,2.8,"12hr",1,1.67
"Wet","Sarh.E","Marabodokouya","MAR04","MAR04A","M","Poor","Y",26,"Y","OUF anisotropic",922292,187299,0.95,45,95,"OUF anisotropic harmonic 1","12hr",1,13.77,"12hr",1,2.42
"Wet","Sarh.E","Marabodokouya","MAR04","MAR04B","F","Moderate","Y",54,"Y","OUF anisotropic",10309039,2666215,1,68,75,"OUF anisotropic harmonic 9","24hr",1,19.34,"24hr",1,21.31
"Wet","Sarh.E","Marabodokouya","MAR06","MAR06A","F","Poor","Y",48,"Y","OUF anisotropic",18547894,2787277,1.9,57,63,"OUF anisotropic harmonic 4","24hr",1,27.98,"3hr",1,10.95
"Wet","Sarh.E","Marabodokouya","MAR06","MAR06B","F","Moderate","Y",16,"Y","OUF anisotropic",22162833,2648669,1.29,76,81,"OUF anisotropic harmonic 1","None",0,NA,"6hr",1,5.27
"Wet","Sarh.E","Marabodokouya","MAR06","MAR06C","M","Good","Y",54,"Y","OUF anisotropic",28855200,3815189,1.64,54,56,"OUF anisotropic harmonic 7","24hr",1,36.09,"6hr",1,18.34
"Wet","Sarh.E","Marabodokouya","MAR06","MAR06D","F","Moderate","Y",54,"Y","OUF anisotropic",31925145,4541301,1.82,44,47,"OUF anisotropic harmonic 7","24hr",1,35.93,"12hr",1,16.98
"Wet","Sarh.E","Marabodokouya","MAR06","MAR06E","M","Poor","Y",54,"Y","OUF anisotropic",23864792,3613641,1.71,53,55,"OUF anisotropic harmonic 5","24hr",1,39.38,"3hr",1,17.3
"Wet","Sarh.E","Marabodokouya","MAR06","MAR06F","M","Poor","Y",54,"Y","OUF anisotropic",21678201,2161340,1.64,65,69,"OUF anisotropic harmonic 5","None",0,NA,"24hr",1,12.84
"Wet","Sarh.E","Marabodokouya","MAR07","MAR07A","F","Poor","Y",53,"Y","OUF anisotropic",9334951,1289671,1.06,58,87,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.E","Marabodokouya","MAR08","MAR08A","M",NA,"N",34,"Y","OUF anisotropic",14888360,1173254,1.41,62,70,"OUF anisotropic harmonic 9","24hr",1,52.14,"24hr",1,27.77
"Wet","Sarh.E","Marabodokouya","MAR09","MAR09A","F","Moderate","Y",53,"Y","OUF anisotropic",7244538,1566512,1.63,70,80,"OUF anisotropic harmonic 8","None",0,NA,"12hr",1,16.75
"Wet","Sarh.E","Marabodokouya","MAR09","MAR09B","F","Poor","Y",51,"Y","OUF anisotropic",10569879,1401639,1.63,44,54,"OUF anisotropic harmonic 7","None",0,NA,"12hr",1,11.04
"Wet","Sarh.E","Marabodokouya","MAR10","MAR10A","M","Good","Y",54,"Y","OUF anisotropic",16152146,1570166,1.69,25,59,"OUF anisotropic harmonic 6","24hr",1,52.28,"12hr",1,16.72
"Wet","Sarh.E","Marabodokouya","MAR10","MAR10B","F","Poor","Y",53,"Y","OUF anisotropic",12956928,1274428,1.5,44,69,"OUF anisotropic harmonic 5","24hr",1,44.95,"12hr",1,16.34
"Wet","Sarh.E","Marabodokouya","MAR10","MAR10C","F","Moderate","Y",53,"Y","OUF anisotropic",11661362,1195003,1.22,52,77,"OUF anisotropic harmonic 8","24hr",1,43.82,"12hr",1,17.26
"Wet","Sarh.E","Marabodokouya","MAR11","MAR11A","F","Poor","Y",54,"Y","OUF anisotropic",507020,117311,0.91,80,95,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.E","Marabodokouya","MAR12","MAR12A","M","Poor","Y",27,"Y","OUF anisotropic",2845530,551867,1.04,83,93,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.E","Marabodokouya","MAR12","MAR12B","M","Poor","Y",50,"Y","OUF anisotropic",2673195,499894,0.87,81,92,"OUF anisotropic harmonic 3","None",0,NA,"24hr",1,4.28
"Wet","Sarh.E","Marabodokouya","MAR13","MAR13A","F","Poor","N",53,"Y","OUF anisotropic",1350440,179759,1.26,70,76,"OUF anisotropic harmonic 5","24hr",1,57.31,"12hr",1,14.3
"Wet","Sarh.E","Marabodokouya","MAR14","MAR14A","F","Poor","Y",53,"Y","OUF anisotropic",81366567,14200451,1.66,56,67,"OUF anisotropic harmonic 11","24hr",1,15.39,"12hr",1,15.58
"Wet","Sarh.E","Marabodokouya","MAR15","MAR15A","M","Good","Y",48,"Y","OUF isotropic",8283502,1212546,1.5,51,62,"OUF anisotropic harmonic 10","24hr",1,35.81,"6hr",1,18.75
"Wet","Sarh.E","Marabodokouya","MAR16","MAR16A","M","Moderate","Y",17,"Y","OUF anisotropic",35705916,5531635,1.64,53,60,"OUF anisotropic harmonic 8","None",0,NA,"12hr",1,15.7
"Wet","Sarh.E","Marabodokouya","MAR16","MAR16B","M","Moderate","Y",52,"Y","OUF anisotropic",27589565,2363777,1.61,59,70,"OUF anisotropic harmonic 5","None",0,NA,"12hr",1,11.42
"Wet","Sarh.E","Marabodokouya","MAR17","MAR17A","F","Moderate","Y",51,"Y","OUF anisotropic",16963612,1618207,1.34,35,75,"OUF anisotropic harmonic 4","None",0,NA,"24hr",1,11.44
"Wet","Sarh.E","Marabodokouya","MAR17","MAR17B","M","Moderate","Y",51,"Y","OUF anisotropic",19603346,1636697,1.39,61,78,"OUF anisotropic harmonic 7","24hr",1,31.14,"24hr",1,13.43
"Wet","Sarh.E","Marabodokouya","MAR18","MAR18A","F","Moderate","Y",54,"N","OUF anisotropic",77828080,20051210,1.09,15,95,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.E","Marabodokouya","MAR18","MAR18B","M","Good","Y",13,"N","OUF anisotropic",130411304,43138237,1.41,29,79,"OUF anisotropic harmonic 2","12hr",1,5.85,"24hr",1,6.39
"Wet","Sarh.E","Marabodokouya","MAR18","MAR18C","M","Good","Y",32,"Y","OUF anisotropic",59318686,17526887,1.56,11,78,"OUF anisotropic harmonic 2","24hr",1,16.06,"24hr",1,10.42
"Wet","Sarh.E","Marabodokouya","MAR19","MAR19A","F","Moderate","Y",13,"Y","OUF isotropic",5258093,899582,1.64,54,59,"OUF isotropic harmonic 9","12hr",1,44.09,"12hr",1,20.06
"Wet","Sarh.E","Marabodokouya","MAR20","MAR20A","M","Moderate","Y",50,"Y","OUF anisotropic",70024058,13388369,1.46,61,64,"OUF anisotropic harmonic 2","24hr",1,7.8,"12hr",1,5.61
"Wet","Sarh.E","Marabodokouya","MAR20","MAR20B","F","Poor","Y",46,"Y","OUF anisotropic",51781287,10327225,1.12,77,84,"OUF anisotropic harmonic 4","None",0,NA,"6hr",1,8.05
"Wet","Sarh.E","Marabodokouya","MAR21","MAR21A","M","Good","Y",16,"N","OUF anisotropic",692602999,220322324,1.65,38,41,"OUF anisotropic harmonic 1","12hr",1,1.99,"12hr",1,2.58
"Wet","Sarh.E","Marabodokouya","MAR21","MAR21B","F",NA,"Y",45,"Y","OUF anisotropic",7793870,508385,1.08,79,88,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.E","Marabodokouya","MAR21","MAR21C","M",NA,"Y",30,"Y","OUF anisotropic",35198456,3476391,1.6,74,76,"OUF anisotropic harmonic 5","24hr",1,33.55,"24hr",1,16.58
"Wet","Sarh.E","Marabodokouya","MAR22","MAR22A","M","Poor","Y",11,"Y","OUF anisotropic",18168638,3232941,1.33,70,73,"OUF anisotropic harmonic 5","None",0,NA,"3hr",1,19.04
"Wet","Sarh.E","Marabodokouya","MAR23","MAR23A","F","Moderate",NA,50,"Y","OUF anisotropic",497281,44010,0.91,78,93,"OUF anisotropic harmonic 3","24hr",1,13.71,"24hr",1,3.01
"Wet","Sarh.E","Marabodokouya","MAR24","MAR24A","M","Moderate","N",24,"Y","OU anisotropic",109317,16005,NA,83,95,"OU anisotropic harmonic 0","None",0,NA,"None",0,NA
